Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID
bunk bed,,Red,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Red,Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_1,3_1,8298
bunk bed,,Red,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Red,Pink,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_2,3_2,8298
bunk bed,,Red,NA,Space,Bedding,No,No,Yes,2,5000,1250,Red,Light Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_3,3_3,8298
bunk bed,,Red,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Red,Yellow,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_4,3_4,8298
bunk bed,,Blue,NA,White,Bedding,No,No,Yes,2,5000,1250,Blue,White,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_0,4_0,8298
bunk bed,,Blue,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Blue,Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_1,4_1,8298
bunk bed,,Blue,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Blue,Pink,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_2,4_2,8298
bunk bed,,Blue,NA,Space,Bedding,No,No,Yes,2,5000,1250,Blue,Light Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_3,4_3,8298
bunk bed,,Blue,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Blue,Yellow,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_4,4_4,8298
bunk bed,,Yellow,NA,White,Bedding,No,No,Yes,2,5000,1250,Yellow,White,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_0,5_0,8298
bunk bed,,Yellow,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Yellow,Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_1,5_1,8298
bunk bed,,Yellow,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Yellow,Pink,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_2,5_2,8298
bunk bed,,Yellow,NA,Space,Bedding,No,No,Yes,2,5000,1250,Yellow,Light Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_3,5_3,8298
bunk bed,,Yellow,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Yellow,Yellow,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_4,5_4,8298
bunk bed,,Pink,NA,White,Bedding,No,No,Yes,2,5000,1250,Pink,White,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_0,6_0,8298
bunk bed,,Pink,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Pink,Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_1,6_1,8298
bunk bed,,Pink,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Pink,Pink,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_2,6_2,8298
bunk bed,,Pink,NA,Space,Bedding,No,No,Yes,2,5000,1250,Pink,Light Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_3,6_3,8298
bunk bed,,Pink,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Pink,Yellow,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_4,6_4,8298
Bunny Day arch,,NA,NA,NA,NA,Yes,No,No,NA,NFS,4800,Colorful,Colorful,3x1,Crafting,Obtained from Zipper on Bunny Day after collecting most Bunny Day recipes (first gift),1.1.0a,fancy,party,Bunny Day,None,No,Arch,Does not play music,No lighting,Not for sale,FtrEggArch,NA,12398
Bunny Day bed,,NA,NA,NA,NA,Yes,No,No,NA,NFS,2400,Colorful,Colorful,2x2,Crafting,First recipe obtained from Zipper upon meeting him for the first time during the Bunny Day event,1.1.0a,fancy,None,Bunny Day,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrEggBedW,NA,12414
Bunny Day festive balloons,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Colorful,Colorful,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,fancy,party,Bunny Day,None,No,Easter,Does not play music,No lighting,Not for sale,FtrEggBalloonB,NA,12421
Bunny Day merry balloons,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Colorful,Colorful,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,fancy,party,Bunny Day,None,No,Easter,Does not play music,No lighting,Not for sale,FtrEggBalloonA,NA,12419
Bunny Day stool,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Purple,Colorful,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,fancy,None,Bunny Day,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrEggStool,NA,12415
Bunny Day table,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Red,Pink,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,fancy,None,Bunny Day,None,No,Table,Does not play music,No lighting,Not for sale,FtrEggTableS,NA,12436
Bunny Day vanity,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Green,Green,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,fancy,None,Bunny Day,None,No,Dresser,Does not play music,No lighting,Not for sale,FtrEggDresser,NA,12420
Bunny Day wardrobe,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Yellow,Colorful,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,fancy,None,Bunny Day,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrEggClosetLR,NA,12437
butter churn,,Dark wood,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1980,Brown,Black,1x1,Crafting,,1.0.0,facility,garden,None,None,No,Ranch,Does not play music,No lighting,Not for sale,FtrButtermixer_Remake_0_0,0_0,7805
butter churn,,Natural wood,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1980,Yellow,Black,1x1,Crafting,,1.0.0,facility,garden,None,None,No,Ranch,Does not play music,No lighting,Not for sale,FtrButtermixer_Remake_1_0,1_0,7805
cacao tree,,NA,NA,NA,NA,No,No,No,NA,2300,575,Green,Brown,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrPlantCacao,NA,1277
campfire,,NA,NA,NA,NA,Yes,No,No,NA,NFS,30,Brown,Brown,1x1,Crafting,,1.0.0,outdoors,None,None,None,Yes,Fireplace,Does not play music,Candle,Not for sale,FtrBonfire,NA,1429
campfire cookware,,NA,NA,NA,NA,No,No,No,NA,900,225,Brown,Black,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Kitchen Things,Does not play music,Candle,For sale,FtrMesstin,NA,1433
camping cot,,Green,NA,NA,NA,No,No,No,NA,1800,450,Green,Green,2x1,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrCampbed_Remake_0_0,0_0,4081
camping cot,,Yellow,NA,NA,NA,No,No,No,NA,1800,450,Yellow,Yellow,2x1,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrCampbed_Remake_1_0,1_0,4081
camping cot,,Red,NA,NA,NA,No,No,No,NA,1800,450,Red,Red,2x1,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrCampbed_Remake_2_0,2_0,4081
camping cot,,Blue,NA,NA,NA,No,No,No,NA,1800,450,Blue,Blue,2x1,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrCampbed_Remake_3_0,3_0,4081
camping cot,,Snow camouflage,NA,NA,NA,No,No,No,NA,1800,450,Gray,Black,2x1,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrCampbed_Remake_4_0,4_0,4081
camping cot,,Camouflage,NA,NA,NA,No,No,No,NA,1800,450,Green,Brown,2x1,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrCampbed_Remake_5_0,5_0,4081
camping cot,,Simple pattern,NA,NA,NA,No,No,No,NA,1800,450,White,White,2x1,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrCampbed_Remake_6_0,6_0,4081
camping cot,,Pop pattern,NA,NA,NA,No,No,No,NA,1800,450,Light Blue,Yellow,2x1,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrCampbed_Remake_7_0,7_0,4081
campsite sign,,NA,NA,NA,NA,No,No,No,NA,2500,625,Brown,Colorful,2x1,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",1.1.0,facility,garden,None,None,No,Compass,Does not play music,No lighting,Not in catalog,FtrCompassSignCamp,NA,12374
Cancer table,,NA,NA,NA,NA,Yes,No,No,NA,NFS,21975,Yellow,White,1x1,Crafting,,1.0.0,expensive,None,stars,None,No,Table,Does not play music,No lighting,Not for sale,FtrZodiacCancer,NA,5959
candy machine,,Red,NA,NA,NA,No,No,No,NA,2800,700,Red,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrCandymachine_Remake_0_0,0_0,7392
candy machine,,Blue,NA,NA,NA,No,No,No,NA,2800,700,Blue,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrCandymachine_Remake_1_0,1_0,7392
candy machine,,Yellow,NA,NA,NA,No,No,No,NA,2800,700,Yellow,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrCandymachine_Remake_2_0,2_0,7392
candy machine,,Pink,NA,NA,NA,No,No,No,NA,2800,700,Pink,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrCandymachine_Remake_3_0,3_0,7392
Capricorn ornament,,NA,NA,NA,NA,Yes,No,No,NA,NFS,22650,White,Yellow,2x1,Crafting,,1.0.0,expensive,None,stars,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrZodiacCapricornus,NA,5957
cardboard bed,,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,Yellow,2x1,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrCardboardBedS_Remake_0_0,0_0,7161
cardboard bed,,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,Yellow,2x1,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrCardboardBedS_Remake_1_0,1_0,7161
cardboard chair,,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,60,Beige,Beige,1x1,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrCardboardChairS_Remake_0_0,0_0,7163
cardboard chair,,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,60,Beige,Beige,1x1,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrCardboardChairS_Remake_1_0,1_0,7163
cardboard sofa,,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,120,Beige,Beige,2x1,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Sofa,Does not play music,No lighting,Not for sale,FtrCardboardSofaL_Remake_0_0,0_0,7159
cardboard sofa,,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,120,White,Beige,2x1,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Sofa,Does not play music,No lighting,Not for sale,FtrCardboardSofaL_Remake_1_0,1_0,7159
cardboard table,,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,Yellow,2x2,Crafting,,1.0.0,garage,None,cardboard,None,No,Table,Does not play music,No lighting,Not for sale,FtrCardboardTableL_Remake_0_0,0_0,7160
cardboard table,,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,White,2x2,Crafting,,1.0.0,garage,None,cardboard,None,No,Table,Does not play music,No lighting,Not for sale,FtrCardboardTableL_Remake_1_0,1_0,7160
cat tower,,Beige,NA,NA,NA,No,No,No,NA,3000,750,Beige,Beige,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,Does not play music,No lighting,For sale,FtrCattower_Remake_0_0,0_0,896
cat tower,,Brown,NA,NA,NA,No,No,No,NA,3000,750,Brown,Beige,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,Does not play music,No lighting,For sale,FtrCattower_Remake_1_0,1_0,896
cat tower,,Navy blue,NA,NA,NA,No,No,No,NA,3000,750,Blue,Beige,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,Does not play music,No lighting,For sale,FtrCattower_Remake_2_0,2_0,896
cat tower,,Gray,NA,NA,NA,No,No,No,NA,3000,750,Gray,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,Does not play music,No lighting,For sale,FtrCattower_Remake_3_0,3_0,896
cat tower,,Pink,NA,NA,NA,No,No,No,NA,3000,750,Pink,Light Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,Does not play music,No lighting,For sale,FtrCattower_Remake_4_0,4_0,896
cat tower,,White,NA,NA,NA,No,No,No,NA,3000,750,White,Beige,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,Does not play music,No lighting,For sale,FtrCattower_Remake_5_0,5_0,896
cello,,Natural,NA,NA,NA,No,No,No,NA,130000,32500,Brown,Brown,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrCello_Remake_0_0,0_0,1449
cello,,White,NA,NA,NA,No,No,No,NA,130000,32500,White,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrCello_Remake_1_0,1_0,1449
cello,,Black,NA,NA,NA,No,No,No,NA,130000,32500,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrCello_Remake_2_0,2_0,1449
chalkboard,,Blank,NA,NA,NA,No,No,No,NA,2600,650,Green,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrBlackboard_Remake_0_0,0_0,2012
chalkboard,,After school,NA,NA,NA,No,No,No,NA,2600,650,Green,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrBlackboard_Remake_1_0,1_0,2012
chalkboard,,Foreign language,NA,NA,NA,No,No,No,NA,2600,650,Green,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrBlackboard_Remake_2_0,2_0,2012
chalkboard,,Math,NA,NA,NA,No,No,No,NA,2600,650,Green,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrBlackboard_Remake_3_0,3_0,2012
chalkboard,,Music,NA,NA,NA,No,No,No,NA,2600,650,Green,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrBlackboard_Remake_4_0,4_0,2012
chalkboard,,Club activities,NA,NA,NA,No,No,No,NA,2600,650,Green,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrBlackboard_Remake_5_0,5_0,2012
chalkboard,,Art,NA,NA,NA,No,No,No,NA,2600,650,Green,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrBlackboard_Remake_6_0,6_0,2012
champion's pennant,,Red,NA,NA,NA,No,No,No,NA,3900,975,Red,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrVictoryflag_Remake_0_0,0_0,7264
champion's pennant,,Blue,NA,NA,NA,No,No,No,NA,3900,975,Blue,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrVictoryflag_Remake_1_0,1_0,7264
champion's pennant,,Green,NA,NA,NA,No,No,No,NA,3900,975,Green,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrVictoryflag_Remake_2_0,2_0,7264
champion's pennant,,Black,NA,NA,NA,No,No,No,NA,3900,975,Black,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,School,Does not play music,No lighting,For sale,FtrVictoryflag_Remake_3_0,3_0,7264
changing room,,Gray,NA,White,Curtain,No,No,Yes,2,3700,925,White,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_0,0_0,1816
changing room,,Gray,NA,Purple,Curtain,No,No,Yes,2,3700,925,White,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_1,0_1,1816
changing room,,Gray,NA,Black,Curtain,No,No,Yes,2,3700,925,White,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_2,0_2,1816
changing room,,Gray,NA,Yellow,Curtain,No,No,Yes,2,3700,925,White,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_3,0_3,1816
changing room,,Gray,NA,Pink,Curtain,No,No,Yes,2,3700,925,White,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_4,0_4,1816
changing room,,Gray,NA,Red,Curtain,No,No,Yes,2,3700,925,White,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_5,0_5,1816
changing room,,Gray,NA,Green,Curtain,No,No,Yes,2,3700,925,White,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_6,0_6,1816
changing room,,Gray,NA,Blue,Curtain,No,No,Yes,2,3700,925,White,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_7,0_7,1816
changing room,,Beige,NA,White,Curtain,No,No,Yes,2,3700,925,Yellow,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_0,1_0,1816
changing room,,Beige,NA,Purple,Curtain,No,No,Yes,2,3700,925,Yellow,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_1,1_1,1816
changing room,,Beige,NA,Black,Curtain,No,No,Yes,2,3700,925,Yellow,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_2,1_2,1816
changing room,,Beige,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Yellow,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_3,1_3,1816
changing room,,Beige,NA,Pink,Curtain,No,No,Yes,2,3700,925,Yellow,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_4,1_4,1816
changing room,,Beige,NA,Red,Curtain,No,No,Yes,2,3700,925,Yellow,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_5,1_5,1816
changing room,,Beige,NA,Green,Curtain,No,No,Yes,2,3700,925,Yellow,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_6,1_6,1816
changing room,,Beige,NA,Blue,Curtain,No,No,Yes,2,3700,925,Yellow,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_7,1_7,1816
changing room,,Brown,NA,White,Curtain,No,No,Yes,2,3700,925,Orange,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_0,2_0,1816
changing room,,Brown,NA,Purple,Curtain,No,No,Yes,2,3700,925,Orange,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_1,2_1,1816
changing room,,Brown,NA,Black,Curtain,No,No,Yes,2,3700,925,Orange,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_2,2_2,1816
changing room,,Brown,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Orange,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_3,2_3,1816
changing room,,Brown,NA,Pink,Curtain,No,No,Yes,2,3700,925,Orange,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_4,2_4,1816
changing room,,Brown,NA,Red,Curtain,No,No,Yes,2,3700,925,Orange,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_5,2_5,1816
